motif,chromatin_motif,node1,node2,node3,node4
3111,200100000100,chr8:145287966-145289420,chr8:145549638-145551266,chr8:145733006-145735954,chr8:145180673-145182323
2211,001111000000,chr8:145287966-145289420,chr8:145501181-145502486,chr8:145549638-145551266,chr8:145180673-145182323
2211,101011000000,chr8:145549638-145551266,chr8:145566134-145567621,chr8:145733006-145735954,chr8:145180673-145182323
2211,101011000000,chr8:145501181-145502486,chr8:145549638-145551266,chr8:145733006-145735954,chr8:145180673-145182323
3221,001000200010,chr2:208936352-208937948,chr2:208926312-208927861,chr2:208610177-208611761,chr2:208837159-208838803
2211,101010100000,chr16:30065878-30067235,chr16:30052579-30054207,chr16:30460491-30461960,chr16:30639540-30641075
3111,300000000010,chr16:29711167-29712776,chr16:30065878-30067235,chr16:30052579-30054207,chr16:30639540-30641075
2211,200010100000,chr16:29711167-29712776,chr16:30065878-30067235,chr16:30016285-30017779,chr16:30052579-30054207
2211,200010100000,chr16:29711167-29712776,chr16:30065878-30067235,chr16:30042960-30044442,chr16:30052579-30054207
2211,200000200000,chr6:52263874-52265529,chr6:52027101-52028839,chr6:52149394-52152750,chr6:52280755-52282396
3221,100020001000,chr3:195248329-195250146,chr3:194980107-194981789,chr3:194722088-194723748,chr3:194402551-194404376
3221,100020001000,chr3:194980107-194981789,chr3:194722088-194723748,chr3:194402551-194404376,chr3:194053388-194055587
2211,200020000000,chr3:194980107-194981789,chr3:194722088-194723748,chr3:194353345-194355290,chr3:194053388-194055587
2211,200020000000,chr3:193497997-193499831,chr3:194980107-194981789,chr3:194722088-194723748,chr3:194053388-194055587
2211,200020000000,chr3:194980107-194981789,chr3:194124678-194126536,chr3:194722088-194723748,chr3:194053388-194055587
2211,100120000000,chr3:194980107-194981789,chr3:194313609-194316496,chr3:194722088-194723748,chr3:194053388-194055587
2211,100120000000,chr3:194063893-194065610,chr3:194980107-194981789,chr3:194722088-194723748,chr3:194053388-194055587
2211,100110010000,chr17:3640391-3641926,chr17:3746753-3748136,chr17:3907299-3908767,chr17:3816407-3818106
3111,100200001000,chr17:3640391-3641926,chr17:3729917-3731402,chr17:3907299-3908767,chr17:3816407-3818106
2211,200010100000,chr19:49338374-49339971,chr19:49148802-49150836,chr19:49290744-49292383,chr19:49297756-49299605
3111,201000000010,chr19:49338374-49339971,chr19:49148802-49150836,chr19:49345302-49346894,chr19:49290744-49292383
3111,300000000010,chr19:49338374-49339971,chr19:49148802-49150836,chr19:49710651-49712446,chr19:49290744-49292383
3111,300000000010,chr19:49338374-49339971,chr19:49148802-49150836,chr19:49290744-49292383,chr19:49727563-49730178
2211,200000200000,chr19:49148802-49150836,chr19:49345302-49346894,chr19:49290744-49292383,chr19:49297756-49299605
3111,201000000010,chr19:49148802-49150836,chr19:49710651-49712446,chr19:49345302-49346894,chr19:49290744-49292383
3111,201000000010,chr19:49727563-49730178,chr19:49148802-49150836,chr19:49345302-49346894,chr19:49290744-49292383
2211,100110100000,chr19:49600385-49602074,chr19:49148802-49150836,chr19:49710651-49712446,chr19:49290744-49292383
3111,300000000010,chr19:49727563-49730178,chr19:49148802-49150836,chr19:49710651-49712446,chr19:49290744-49292383
2211,100110100000,chr19:49727563-49730178,chr19:49148802-49150836,chr19:49600385-49602074,chr19:49290744-49292383
2211,200010100000,chr19:49727563-49730178,chr19:49148802-49150836,chr19:49290744-49292383,chr19:49297756-49299605
2211,100110100000,chr19:49727563-49730178,chr19:49148802-49150836,chr19:49290744-49292383,chr19:49500723-49502157
2211,101000110000,chr4:7762920-7764208,chr4:7704868-7706364,chr4:7988541-7990034,chr4:7805212-7806680
3111,102000000001,chr4:7803258-7804757,chr4:7762920-7764208,chr4:7704868-7706364,chr4:7988541-7990034
2211,001110100000,chr4:8016876-8018136,chr4:7762920-7764208,chr4:7805212-7806680,chr4:7988541-7990034
2211,200000110000,chr4:7803258-7804757,chr4:7762920-7764208,chr4:7805212-7806680,chr4:7988541-7990034
2211,101000200000,chr9:36872696-36874243,chr9:36990859-36992547,chr9:37390180-37391598,chr9:36995359-36996722
2211,101000200000,chr9:36872696-36874243,chr9:36990859-36992547,chr9:36861610-36863037,chr9:36995359-36996722
2211,002010100000,chr9:36872696-36874243,chr9:36990859-36992547,chr9:37261884-37263291,chr9:36995359-36996722
3111,102000000010,chr11:4646897-4648344,chr11:4657532-4659032,chr11:4207577-4209791,chr11:5025128-5026601
2211,002000200000,chr11:5401247-5402919,chr11:4657532-4659032,chr11:4646897-4648344,chr11:5025128-5026601
3111,100200000010,chr3:56835652-56837003,chr3:56832765-56834392,chr3:56735778-56737520,chr3:57022079-57023918
2211,101000110000,chr17:58646496-58647978,chr17:58715540-58717009,chr17:58512671-58514183,chr17:58662959-58664574
2211,002010010000,chr17:58392449-58393953,chr17:58715540-58717009,chr17:58512671-58514183,chr17:58662959-58664574
2211,101010010000,chr17:58219435-58221210,chr17:58715540-58717009,chr17:58512671-58514183,chr17:58662959-58664574
3111,101100001000,chr17:58219435-58221210,chr17:58715540-58717009,chr17:58512671-58514183,chr17:58392449-58393953
3221,000100110010,chr20:43012491-43014064,chr20:42843165-42844588,chr20:43014615-43016043,chr20:42744637-42746268
3322,000000110020,chr20:43012491-43014064,chr20:42843165-42844588,chr20:43099545-43100959,chr20:42744637-42746268
3322,000000020020,chr20:43012491-43014064,chr20:42843165-42844588,chr20:43014615-43016043,chr20:43099545-43100959
3221,100000110010,chr20:43012491-43014064,chr20:42843165-42844588,chr20:43099545-43100959,chr20:43016605-43018145
3111,101100000010,chr20:43012491-43014064,chr20:42744637-42746268,chr20:43099545-43100959,chr20:43016605-43018145
3111,100200000010,chr20:43012491-43014064,chr20:43014615-43016043,chr20:43099545-43100959,chr20:43016605-43018145
3221,000100110010,chr20:43012491-43014064,chr20:43014615-43016043,chr20:43099545-43100959,chr20:42744637-42746268
2211,001110100000,chr10:95574616-95576825,chr10:94765582-94767228,chr10:94839413-94841020,chr10:94643975-94645569
3111,101100000010,chr10:94765582-94767228,chr10:94839413-94841020,chr10:94643975-94645569,chr10:94724378-94726068
3221,001020000010,chr10:95111834-95113308,chr10:94765582-94767228,chr10:94839413-94841020,chr10:94643975-94645569
3111,102000000010,chr10:94765582-94767228,chr10:94839413-94841020,chr10:94643975-94645569,chr10:94673638-94675148
3111,101100000010,chr10:94765582-94767228,chr10:94839413-94841020,chr10:94643975-94645569,chr10:94276041-94277736
3322,000010101010,chr10:94765582-94767228,chr10:94839413-94841020,chr10:94643975-94645569,chr10:95048115-95049776
3221,100000200010,chr10:94798239-94800378,chr10:94765582-94767228,chr10:94839413-94841020,chr10:94643975-94645569
3221,001010010010,chr10:95111834-95113308,chr10:94765582-94767228,chr10:94643975-94645569,chr10:94724378-94726068
3111,002100000010,chr10:94765582-94767228,chr10:94643975-94645569,chr10:94673638-94675148,chr10:94724378-94726068
3111,001200000010,chr10:94765582-94767228,chr10:94643975-94645569,chr10:94276041-94277736,chr10:94724378-94726068
3322,000000111010,chr10:94765582-94767228,chr10:94643975-94645569,chr10:95048115-95049776,chr10:94724378-94726068
3322,000000110020,chr10:94765582-94767228,chr10:94798239-94800378,chr10:94643975-94645569,chr10:94724378-94726068
3111,102000000010,chr10:95111834-95113308,chr10:94765582-94767228,chr10:94643975-94645569,chr10:94673638-94675148
3111,101100000010,chr10:95111834-95113308,chr10:94765582-94767228,chr10:94643975-94645569,chr10:94276041-94277736
3322,000010101010,chr10:95111834-95113308,chr10:94765582-94767228,chr10:94643975-94645569,chr10:95048115-95049776
3221,100000200010,chr10:95111834-95113308,chr10:94765582-94767228,chr10:94798239-94800378,chr10:94643975-94645569
3111,002100000010,chr10:94765582-94767228,chr10:94643975-94645569,chr10:94673638-94675148,chr10:94276041-94277736
3322,000000201010,chr10:94765582-94767228,chr10:95048115-95049776,chr10:94643975-94645569,chr10:94673638-94675148
3221,001000200010,chr10:94765582-94767228,chr10:94798239-94800378,chr10:94643975-94645569,chr10:94673638-94675148
2211,002000110000,chr10:94639268-94641019,chr10:94765582-94767228,chr10:94643975-94645569,chr10:94276041-94277736
3221,000110100010,chr10:94765582-94767228,chr10:94643975-94645569,chr10:95048115-95049776,chr10:94276041-94277736
3221,000100200010,chr10:94765582-94767228,chr10:94798239-94800378,chr10:94643975-94645569,chr10:94276041-94277736
3221,001000201000,chr10:94765582-94767228,chr10:94874817-94876520,chr10:94643975-94645569,chr10:95048115-95049776
3221,001000201000,chr10:94765582-94767228,chr10:94885747-94887377,chr10:94643975-94645569,chr10:95048115-95049776
3322,000010100020,chr10:94765582-94767228,chr10:94798239-94800378,chr10:94643975-94645569,chr10:95048115-95049776
2211,001120000000,chr10:95574616-95576825,chr10:94765582-94767228,chr10:94839413-94841020,chr10:95048115-95049776
3111,101100001000,chr10:94765582-94767228,chr10:94839413-94841020,chr10:95048115-95049776,chr10:94724378-94726068
3221,001020001000,chr10:95111834-95113308,chr10:94765582-94767228,chr10:94839413-94841020,chr10:95048115-95049776
3111,102000001000,chr10:94765582-94767228,chr10:94839413-94841020,chr10:94673638-94675148,chr10:95048115-95049776
3111,102000001000,chr10:94874817-94876520,chr10:94765582-94767228,chr10:94839413-94841020,chr10:95048115-95049776
3111,102000001000,chr10:94765582-94767228,chr10:94885747-94887377,chr10:94839413-94841020,chr10:95048115-95049776
2211,101010100000,chr10:94798239-94800378,chr10:94765582-94767228,chr10:94839413-94841020,chr10:95048115-95049776
3221,001010011000,chr10:95111834-95113308,chr10:94765582-94767228,chr10:95048115-95049776,chr10:94724378-94726068
3111,002100001000,chr10:94765582-94767228,chr10:94673638-94675148,chr10:95048115-95049776,chr10:94724378-94726068
3111,002100001000,chr10:94765582-94767228,chr10:94874817-94876520,chr10:95048115-95049776,chr10:94724378-94726068
3111,002100001000,chr10:94765582-94767228,chr10:94885747-94887377,chr10:95048115-95049776,chr10:94724378-94726068
2222,000010210000,chr10:94765582-94767228,chr10:94798239-94800378,chr10:95048115-95049776,chr10:94724378-94726068
3111,102000001000,chr10:95111834-95113308,chr10:94765582-94767228,chr10:94673638-94675148,chr10:95048115-95049776
3111,102000001000,chr10:95111834-95113308,chr10:94765582-94767228,chr10:94874817-94876520,chr10:95048115-95049776
3111,102000001000,chr10:95111834-95113308,chr10:94765582-94767228,chr10:94885747-94887377,chr10:95048115-95049776
2211,101010100000,chr10:95111834-95113308,chr10:94765582-94767228,chr10:94798239-94800378,chr10:95048115-95049776
3111,003000001000,chr10:94765582-94767228,chr10:94874817-94876520,chr10:94673638-94675148,chr10:95048115-95049776
3111,003000001000,chr10:94765582-94767228,chr10:94885747-94887377,chr10:94673638-94675148,chr10:95048115-95049776
2211,002010100000,chr10:94765582-94767228,chr10:94798239-94800378,chr10:94673638-94675148,chr10:95048115-95049776
3111,003000001000,chr10:94765582-94767228,chr10:94885747-94887377,chr10:94874817-94876520,chr10:95048115-95049776
2211,002010100000,chr10:94798239-94800378,chr10:94765582-94767228,chr10:94874817-94876520,chr10:95048115-95049776
2211,002010100000,chr10:94798239-94800378,chr10:94765582-94767228,chr10:94885747-94887377,chr10:95048115-95049776
2211,101000110000,chr10:95111834-95113308,chr10:94765582-94767228,chr10:94798239-94800378,chr10:94724378-94726068
3322,000010010020,chr12:85861897-85863436,chr12:86265685-86267335,chr12:86313442-86315102,chr12:85968914-85970550
2211,001110100000,chr12:85861897-85863436,chr12:86265685-86267335,chr12:86316949-86318581,chr12:85968914-85970550
2211,001110100000,chr12:85861897-85863436,chr12:86265685-86267335,chr12:85968914-85970550,chr12:86344945-86346587
3221,001000201000,chr12:85861897-85863436,chr12:86265685-86267335,chr12:86313442-86315102,chr12:86316949-86318581
3221,001000201000,chr12:85861897-85863436,chr12:86265685-86267335,chr12:86313442-86315102,chr12:86344945-86346587
3221,001000201000,chr12:85861897-85863436,chr12:86265685-86267335,chr12:86316949-86318581,chr12:86344945-86346587
2211,101010100000,chr5:41856158-41857723,chr5:41842807-41844699,chr5:42056657-42058330,chr5:42582810-42584370
2211,101010100000,chr5:41856158-41857723,chr5:41695554-41696911,chr5:41842807-41844699,chr5:42056657-42058330
2211,100110100000,chr5:41856158-41857723,chr5:41754359-41756084,chr5:41842807-41844699,chr5:42056657-42058330
3111,002100001000,chr5:41754359-41756084,chr5:41695554-41696911,chr5:41842807-41844699,chr5:42056657-42058330
2211,002000020000,chr1:158094161-158095642,chr1:158065016-158066526,chr1:157847350-157848860,chr1:158090894-158092407
3111,002100000001,chr1:158094161-158095642,chr1:158065016-158066526,chr1:157847350-157848860,chr1:157549287-157550983
3111,011100000001,chr1:158094161-158095642,chr1:157932899-157934430,chr1:158065016-158066526,chr1:157847350-157848860
3111,002100000001,chr1:158094161-158095642,chr1:158299112-158300473,chr1:158065016-158066526,chr1:157847350-157848860
2211,001100110000,chr1:158094161-158095642,chr1:158065016-158066526,chr1:157847350-157848860,chr1:157917854-157919214
2211,002000110000,chr1:157660506-157662013,chr1:158094161-158095642,chr1:157847350-157848860,chr1:157549287-157550983
3111,012000000001,chr1:158094161-158095642,chr1:157932899-157934430,chr1:157847350-157848860,chr1:157549287-157550983
3111,003000000001,chr1:158094161-158095642,chr1:158299112-158300473,chr1:157847350-157848860,chr1:157549287-157550983
2211,002000110000,chr1:158094161-158095642,chr1:157847350-157848860,chr1:157549287-157550983,chr1:157917854-157919214
2211,002001010000,chr1:158094161-158095642,chr1:157932899-157934430,chr1:158090894-158092407,chr1:157847350-157848860
3111,012000000001,chr1:158299112-158300473,chr1:158094161-158095642,chr1:157932899-157934430,chr1:157847350-157848860
2211,011000110000,chr1:158094161-158095642,chr1:157932899-157934430,chr1:157847350-157848860,chr1:157917854-157919214
2211,002000110000,chr1:158094161-158095642,chr1:158299112-158300473,chr1:157847350-157848860,chr1:157917854-157919214
2211,101020000000,chr12:52606536-52608297,chr12:52549970-52551527,chr12:52545187-52546767,chr12:52765619-52767460
2211,200020000000,chr12:52606536-52608297,chr12:52549970-52551527,chr12:53373832-53375777,chr12:52545187-52546767
2211,200020000000,chr12:52606536-52608297,chr12:53258472-53260026,chr12:52549970-52551527,chr12:52545187-52546767
3221,100020001000,chr12:52606536-52608297,chr12:52549970-52551527,chr12:52536769-52538312,chr12:52545187-52546767
3111,200100001000,chr12:52606536-52608297,chr12:52565202-52566731,chr12:52549970-52551527,chr12:52545187-52546767
3111,300000001000,chr12:52606536-52608297,chr12:52549970-52551527,chr12:52545187-52546767,chr12:52557064-52558733
3322,000020002000,chr12:52606536-52608297,chr12:52549970-52551527,chr12:52720455-52722322,chr12:52545187-52546767
2222,000040000000,chr12:52606536-52608297,chr12:53263530-53265909,chr12:52549970-52551527,chr12:52545187-52546767
2211,101020000000,chr12:52606536-52608297,chr12:52536769-52538312,chr12:52545187-52546767,chr12:52765619-52767460
2211,200020000000,chr12:52606536-52608297,chr12:52536769-52538312,chr12:53373832-53375777,chr12:52545187-52546767
2211,200020000000,chr12:52606536-52608297,chr12:52536769-52538312,chr12:52418671-52420613,chr12:52545187-52546767
2211,101020000000,chr12:52606536-52608297,chr12:52927704-52929159,chr12:52536769-52538312,chr12:52545187-52546767
3111,200100001000,chr12:52606536-52608297,chr12:52565202-52566731,chr12:52536769-52538312,chr12:52545187-52546767
3221,100020001000,chr12:52606536-52608297,chr12:52536769-52538312,chr12:52545187-52546767,chr12:52557064-52558733
3322,000020002000,chr12:52606536-52608297,chr12:52720455-52722322,chr12:52536769-52538312,chr12:52545187-52546767
2222,000040000000,chr12:52606536-52608297,chr12:53263530-53265909,chr12:52536769-52538312,chr12:52545187-52546767
3111,200100001000,chr12:52606536-52608297,chr12:52565202-52566731,chr12:52545187-52546767,chr12:52557064-52558733
3221,000120001000,chr12:52606536-52608297,chr12:52565202-52566731,chr12:52720455-52722322,chr12:52545187-52546767
2211,100120000000,chr12:52606536-52608297,chr12:53263530-53265909,chr12:52565202-52566731,chr12:52545187-52546767
2211,100120000000,chr12:52606536-52608297,chr12:52699316-52701029,chr12:52545187-52546767,chr12:52557064-52558733
3322,000020002000,chr12:52606536-52608297,chr12:52720455-52722322,chr12:52545187-52546767,chr12:52557064-52558733
2211,200020000000,chr12:52606536-52608297,chr12:53263530-53265909,chr12:52545187-52546767,chr12:52557064-52558733
3221,100020001000,chr12:52606536-52608297,chr12:53258472-53260026,chr12:52720455-52722322,chr12:52545187-52546767
3221,000120001000,chr12:52606536-52608297,chr12:52720455-52722322,chr12:52545187-52546767,chr12:52699316-52701029
3221,000120001000,chr12:52606536-52608297,chr12:52720455-52722322,chr12:52645357-52646793,chr12:52545187-52546767
3221,001020001000,chr12:52606536-52608297,chr12:52720455-52722322,chr12:52708989-52710279,chr12:52545187-52546767
3322,000020002000,chr12:52606536-52608297,chr12:53263530-53265909,chr12:52720455-52722322,chr12:52545187-52546767
2211,101020000000,chr12:52606536-52608297,chr12:53263530-53265909,chr12:52545187-52546767,chr12:52765619-52767460
2211,200020000000,chr12:52606536-52608297,chr12:53263530-53265909,chr12:53373832-53375777,chr12:52545187-52546767
2211,101020000000,chr12:52720455-52722322,chr12:53258472-53260026,chr12:53108699-53110064,chr12:52545187-52546767
3221,100020001000,chr12:52720455-52722322,chr12:53258472-53260026,chr12:52549970-52551527,chr12:52545187-52546767
3111,300000001000,chr12:52720455-52722322,chr12:53258472-53260026,chr12:52536769-52538312,chr12:52545187-52546767
3111,200100001000,chr12:52720455-52722322,chr12:53258472-53260026,chr12:52545187-52546767,chr12:52699316-52701029
3111,300000001000,chr12:52720455-52722322,chr12:53258472-53260026,chr12:52545187-52546767,chr12:52557064-52558733
3111,200100001000,chr12:52720455-52722322,chr12:53258472-53260026,chr12:52645357-52646793,chr12:52545187-52546767
3111,201000001000,chr12:52720455-52722322,chr12:53258472-53260026,chr12:52708989-52710279,chr12:52545187-52546767
3221,100020001000,chr12:52720455-52722322,chr12:53258472-53260026,chr12:52545187-52546767,chr12:53263530-53265909
2211,101020000000,chr12:52720455-52722322,chr12:52549970-52551527,chr12:52545187-52546767,chr12:52765619-52767460
2211,200020000000,chr12:52720455-52722322,chr12:52549970-52551527,chr12:53373832-53375777,chr12:52545187-52546767
3221,100020001000,chr12:52720455-52722322,chr12:52549970-52551527,chr12:52536769-52538312,chr12:52545187-52546767
3111,200100001000,chr12:52720455-52722322,chr12:52549970-52551527,chr12:52545187-52546767,chr12:52699316-52701029
3111,300000001000,chr12:52720455-52722322,chr12:52549970-52551527,chr12:52545187-52546767,chr12:52557064-52558733
3111,200100001000,chr12:52720455-52722322,chr12:52549970-52551527,chr12:52645357-52646793,chr12:52545187-52546767
3111,201000001000,chr12:52720455-52722322,chr12:52549970-52551527,chr12:52708989-52710279,chr12:52545187-52546767
3322,000020002000,chr12:52720455-52722322,chr12:53263530-53265909,chr12:52549970-52551527,chr12:52545187-52546767
2211,101020000000,chr12:52720455-52722322,chr12:52536769-52538312,chr12:52545187-52546767,chr12:52765619-52767460
2211,200020000000,chr12:52720455-52722322,chr12:52536769-52538312,chr12:53373832-53375777,chr12:52545187-52546767
2211,200020000000,chr12:52720455-52722322,chr12:52536769-52538312,chr12:52418671-52420613,chr12:52545187-52546767
2211,101020000000,chr12:52720455-52722322,chr12:52927704-52929159,chr12:52536769-52538312,chr12:52545187-52546767
3111,200100001000,chr12:52720455-52722322,chr12:52536769-52538312,chr12:52545187-52546767,chr12:52699316-52701029
3221,100020001000,chr12:52720455-52722322,chr12:52536769-52538312,chr12:52545187-52546767,chr12:52557064-52558733
3111,200100001000,chr12:52720455-52722322,chr12:52536769-52538312,chr12:52645357-52646793,chr12:52545187-52546767
3111,201000001000,chr12:52720455-52722322,chr12:52536769-52538312,chr12:52708989-52710279,chr12:52545187-52546767
3322,000020002000,chr12:52720455-52722322,chr12:53263530-53265909,chr12:52536769-52538312,chr12:52545187-52546767
3221,100010011000,chr12:52720455-52722322,chr12:52557064-52558733,chr12:52545187-52546767,chr12:52699316-52701029
3111,100200001000,chr12:52720455-52722322,chr12:52645357-52646793,chr12:52545187-52546767,chr12:52699316-52701029
3111,101100001000,chr12:52720455-52722322,chr12:52708989-52710279,chr12:52545187-52546767,chr12:52699316-52701029
3221,000120001000,chr12:52720455-52722322,chr12:53263530-53265909,chr12:52545187-52546767,chr12:52699316-52701029
3111,200100001000,chr12:52720455-52722322,chr12:52645357-52646793,chr12:52545187-52546767,chr12:52557064-52558733
3111,201000001000,chr12:52720455-52722322,chr12:52708989-52710279,chr12:52545187-52546767,chr12:52557064-52558733
3221,100020001000,chr12:52720455-52722322,chr12:53263530-53265909,chr12:52545187-52546767,chr12:52557064-52558733
3111,101100001000,chr12:52720455-52722322,chr12:52708989-52710279,chr12:52645357-52646793,chr12:52545187-52546767
3221,000120001000,chr12:52720455-52722322,chr12:53263530-53265909,chr12:52645357-52646793,chr12:52545187-52546767
3221,001020001000,chr12:52720455-52722322,chr12:53263530-53265909,chr12:52708989-52710279,chr12:52545187-52546767
3221,001020001000,chr12:52720455-52722322,chr12:53263530-53265909,chr12:52545187-52546767,chr12:52765619-52767460
3221,100020001000,chr12:52720455-52722322,chr12:53263530-53265909,chr12:53373832-53375777,chr12:52545187-52546767
2211,200010100000,chr12:53263530-53265909,chr12:53277891-53279703,chr12:52545187-52546767,chr12:52765619-52767460
2211,101010100000,chr12:53263530-53265909,chr12:52927704-52929159,chr12:52545187-52546767,chr12:52765619-52767460
3221,100010101000,chr12:53263530-53265909,chr12:53373832-53375777,chr12:52545187-52546767,chr12:52765619-52767460
3221,100010101000,chr12:53263530-53265909,chr12:52549970-52551527,chr12:52545187-52546767,chr12:52765619-52767460
3221,100010101000,chr12:53263530-53265909,chr12:52536769-52538312,chr12:52545187-52546767,chr12:52765619-52767460
2211,200020000000,chr12:53263530-53265909,chr12:53373832-53375777,chr12:52545187-52546767,chr12:53440221-53443143
2211,200020000000,chr12:53263530-53265909,chr12:53373832-53375777,chr12:52545187-52546767,chr12:53277891-53279703
2211,100120000000,chr12:53263530-53265909,chr12:53345461-53346831,chr12:53373832-53375777,chr12:52545187-52546767
3221,100020001000,chr12:53263530-53265909,chr12:52549970-52551527,chr12:53373832-53375777,chr12:52545187-52546767
3221,100020001000,chr12:53263530-53265909,chr12:52536769-52538312,chr12:53373832-53375777,chr12:52545187-52546767
2211,200020000000,chr12:53263530-53265909,chr12:53258472-53260026,chr12:52549970-52551527,chr12:52545187-52546767
3221,100020001000,chr12:53263530-53265909,chr12:52549970-52551527,chr12:52536769-52538312,chr12:52545187-52546767
2211,200020000000,chr12:53263530-53265909,chr12:52536769-52538312,chr12:52418671-52420613,chr12:52545187-52546767
2211,200020000000,chr12:53263530-53265909,chr12:52536769-52538312,chr12:52545187-52546767,chr12:52557064-52558733
2211,101020000000,chr12:53263530-53265909,chr12:52927704-52929159,chr12:52536769-52538312,chr12:52545187-52546767
3221,000120000001,chr16:75267186-75268993,chr16:75232711-75234216,chr16:75497856-75499620,chr16:75418702-75420489
3221,000120000001,chr16:75267186-75268993,chr16:75232711-75234216,chr16:75418702-75420489,chr16:75550629-75552212
3221,000120000001,chr16:75267186-75268993,chr16:75497856-75499620,chr16:75418702-75420489,chr16:75550629-75552212
2211,001110010000,chr16:75267186-75268993,chr16:75797358-75799066,chr16:75418702-75420489,chr16:75550629-75552212
2211,100120000000,chr9:33516873-33518273,chr9:33286385-33288328,chr9:33374319-33375940,chr9:33451927-33453883
2222,000040000000,chr9:33286385-33288328,chr9:33374319-33375940,chr9:33451927-33453883,chr9:33414709-33416476
2211,200020000000,chr9:33286385-33288328,chr9:33374319-33375940,chr9:33451927-33453883,chr9:33402773-33404250
3221,100020001000,chr9:33374319-33375940,chr9:33451927-33453883,chr9:33414709-33416476,chr9:33402773-33404250
2211,100120000000,chr9:33516873-33518273,chr9:33286385-33288328,chr9:33451927-33453883,chr9:33414709-33416476
3221,100020001000,chr9:33286385-33288328,chr9:33402773-33404250,chr9:33451927-33453883,chr9:33414709-33416476
3111,201000000001,chr16:31026776-31028199,chr16:31106584-31108048,chr16:30995545-30997549,chr16:30855362-30857129
2211,200000020000,chr19:5031044-5032548,chr19:4809112-4810529,chr19:4811144-4812636,chr19:4872087-4873626
2211,100100020000,chr19:5000995-5002501,chr19:5031044-5032548,chr19:4809112-4810529,chr19:4872087-4873626
3221,000110010001,chr19:5031044-5032548,chr19:4809112-4810529,chr19:5029285-5030584,chr19:4872087-4873626
3221,100010010001,chr19:4809112-4810529,chr19:4811144-4812636,chr19:5029285-5030584,chr19:4872087-4873626
3111,100200000001,chr19:5000995-5002501,chr19:5031044-5032548,chr19:4809112-4810529,chr19:4811144-4812636
2222,000010030000,chr19:5031044-5032548,chr19:4809112-4810529,chr19:4811144-4812636,chr19:5029285-5030584
2211,000200020000,chr19:5000995-5002501,chr19:5031044-5032548,chr19:4809112-4810529,chr19:5029285-5030584
3221,100010010001,chr18:12933969-12935527,chr18:12743531-12745099,chr18:12726457-12728477,chr18:12766433-12767893
3221,000100021000,chr18:12933969-12935527,chr18:12743531-12745099,chr18:12726457-12728477,chr18:12685561-12687169
3221,000100021000,chr18:12933969-12935527,chr18:12743531-12745099,chr18:12726457-12728477,chr18:12393944-12395285
2211,100110010000,chr18:12933969-12935527,chr18:12726457-12728477,chr18:12766433-12767893,chr18:12685561-12687169
2211,100110010000,chr18:12933969-12935527,chr18:12726457-12728477,chr18:12766433-12767893,chr18:12393944-12395285
3111,000300001000,chr18:12933969-12935527,chr18:12393944-12395285,chr18:12726457-12728477,chr18:12685561-12687169
3111,003000000001,chr17:6338771-6340256,chr17:6324641-6326322,chr17:6182339-6183914,chr17:5609642-5611038
3221,001000110001,chr17:6324641-6326322,chr17:6182339-6183914,chr17:5490136-5491731,chr17:5609642-5611038
3322,000000200011,chr17:6324641-6326322,chr17:6182339-6183914,chr17:5495152-5496662,chr17:5609642-5611038
3221,001000110001,chr17:6338771-6340256,chr17:6324641-6326322,chr17:5490136-5491731,chr17:5609642-5611038
3322,000000200011,chr17:6338771-6340256,chr17:6324641-6326322,chr17:5495152-5496662,chr17:5609642-5611038
3322,000000110011,chr17:6324641-6326322,chr17:5495152-5496662,chr17:5490136-5491731,chr17:5609642-5611038
3221,001000110010,chr17:6330023-6331356,chr17:6324641-6326322,chr17:5495152-5496662,chr17:5609642-5611038
2211,001100200000,chr17:5490136-5491731,chr17:6182339-6183914,chr17:5495152-5496662,chr17:5609642-5611038
2211,001100200000,chr17:6330023-6331356,chr17:5490136-5491731,chr17:5495152-5496662,chr17:5609642-5611038
2211,001100200000,chr17:6338771-6340256,chr17:5490136-5491731,chr17:5495152-5496662,chr17:5609642-5611038
3111,003000000010,chr17:6330023-6331356,chr17:6182339-6183914,chr17:5495152-5496662,chr17:5609642-5611038
3111,003000000010,chr17:6338771-6340256,chr17:6182339-6183914,chr17:5495152-5496662,chr17:5609642-5611038
3111,003000000010,chr17:6330023-6331356,chr17:6338771-6340256,chr17:5495152-5496662,chr17:5609642-5611038
2211,002010010000,chr1:156352215-156353633,chr1:156588571-156590011,chr1:156577117-156579840,chr1:156646687-156648810
2211,001110010000,chr1:156588571-156590011,chr1:156577117-156579840,chr1:156553219-156555439,chr1:156646687-156648810
2211,002010010000,chr1:156588571-156590011,chr1:156577117-156579840,chr1:156354617-156356333,chr1:156646687-156648810
3111,001200001000,chr1:156588571-156590011,chr1:156577117-156579840,chr1:156694887-156697233,chr1:156646687-156648810
2211,011010010000,chr1:156829250-156830792,chr1:156588571-156590011,chr1:156694887-156697233,chr1:156646687-156648810
2211,002010010000,chr1:156895644-156898441,chr1:156588571-156590011,chr1:156694887-156697233,chr1:156646687-156648810
3111,101100000001,chr1:156352215-156353633,chr1:156577117-156579840,chr1:156553219-156555439,chr1:156646687-156648810
3111,102000000001,chr1:156352215-156353633,chr1:156577117-156579840,chr1:156354617-156356333,chr1:156646687-156648810
