from_name,to_name,from_broad_state,to_broad_state
chr6:40295623-40297292,chr6:41033883-41035551,repressed,weak
chr6:40861919-40863649,chr6:41033883-41035551,repressed,weak
chr8:38687636-38689168,chr8:38832215-38833690,weak,weak
chr8:38687636-38689168,chr8:38823388-38824938,weak,weak
chr7:83039649-83041452,chr7:83142685-83144077,repressed,repressed
chr8:131776323-131777645,chr8:131822470-131823965,repressed,repressed
chr8:131686916-131688738,chr8:131822470-131823965,weak,repressed
chr8:131893296-131894799,chr8:132048565-132050153,repressed,repressed
chr8:131761333-131762817,chr8:132048565-132050153,repressed,repressed
chr11:82951808-82953337,chr11:83526969-83528638,repressed,active
chr11:83003488-83005048,chr11:83526969-83528638,active,active
chr11:83434383-83435959,chr11:83526969-83528638,active,active
chr11:82951808-82953337,chr11:83530306-83531965,repressed,weak
chr10:59936444-59938165,chr10:60050598-60052401,repressed,weak
chr4:81281932-81284610,chr4:81973119-81974520,repressed,repressed
chr4:81281932-81284610,chr4:81910495-81912022,repressed,repressed
chr7:90084139-90085713,chr7:90663209-90664889,repressed,repressed
chr8:27180638-27182855,chr8:27322434-27324184,weak,repressed
chr8:27180638-27182855,chr8:27282903-27284909,weak,weak
chr4:151218394-151220018,chr4:151787510-151789227,repressed,weak
chr4:150920054-150921817,chr4:151787510-151789227,repressed,weak
chr22:43175553-43177145,chr22:43297566-43299047,repressed,weak
chr22:43175553-43177145,chr22:43485627-43487129,repressed,active
chr22:43262954-43264636,chr22:43485627-43487129,weak,active
chr22:43385441-43386954,chr22:43485627-43487129,weak,active
chr22:43175553-43177145,chr22:43262954-43264636,repressed,weak
chr22:43016902-43018409,chr22:43262954-43264636,active,weak
chr22:43057436-43058914,chr22:43262954-43264636,active,weak
chr20:56820971-56822453,chr20:57022284-57023834,active,weak
chr20:56811193-56813258,chr20:57022284-57023834,active,weak
chr9:72967133-72968606,chr9:73098740-73100410,weak,weak
chr9:72967133-72968606,chr9:73124446-73125932,weak,repressed
chr3:12175886-12177529,chr3:12577252-12578723,repressed,active
chr15:64751749-64754328,chr15:64972873-64974607,active,active
chr15:64718529-64720090,chr15:64972873-64974607,active,active
chr15:64501216-64503005,chr15:64972873-64974607,active,active
chr15:64945455-64946918,chr15:64972873-64974607,active,active
chr3:108380382-108382095,chr3:108737211-108738530,repressed,repressed
chr1:200590345-200592347,chr1:201011472-201013012,active,repressed
chr1:200940489-200941969,chr1:201011472-201013012,repressed,repressed
chr1:200948162-200949605,chr1:201011472-201013012,weak,repressed
chr1:200590345-200592347,chr1:200806524-200808077,active,weak
chr2:15776754-15778448,chr2:15888387-15889772,weak,repressed
chr12:53717922-53719426,chr12:53738380-53739950,active,active
chr12:53720696-53722173,chr12:53738380-53739950,weak,active
chr12:53717922-53719426,chr12:53814589-53816298,active,active
chr12:53720696-53722173,chr12:53814589-53816298,weak,active
chr12:53738380-53739950,chr12:53814589-53816298,active,active
chr12:53714451-53716329,chr12:53814589-53816298,active,active
chr12:13068420-13070093,chr12:13128049-13129429,weak,weak
chr11:75513691-75515606,chr11:76391161-76392780,repressed,active
chr11:75607153-75609006,chr11:76391161-76392780,weak,active
chr11:75513691-75515606,chr11:75862569-75864205,repressed,active
chr11:75607153-75609006,chr11:75862569-75864205,weak,active
chr11:75433500-75435309,chr11:75862569-75864205,repressed,active
chr11:75513691-75515606,chr11:75607153-75609006,repressed,weak
chr2:30430629-30432263,chr2:30929395-30930724,repressed,repressed
chr12:11733578-11735197,chr12:12185663-12187192,weak,active
chr12:11706291-11707824,chr12:12185663-12187192,repressed,active
chr1:22289836-22291366,chr1:22331079-22332751,weak,repressed
chr1:23030351-23031924,chr1:23256242-23257724,repressed,repressed
chr1:22746341-22747836,chr1:23256242-23257724,repressed,repressed
chr8:28994163-28995853,chr8:29033882-29035579,weak,weak
chr9:92208292-92209599,chr9:92863973-92865496,repressed,repressed
chr9:92190544-92192311,chr9:92863973-92865496,repressed,repressed
chr9:92212503-92214043,chr9:92863973-92865496,repressed,repressed
chr3:25688973-25690518,chr3:25897843-25899502,weak,repressed
chr3:25688973-25690518,chr3:25938027-25939416,weak,repressed
chr8:62155848-62157648,chr8:62525887-62527367,repressed,weak
chr12:52536769-52538312,chr12:52927704-52929159,active,repressed
chr12:52765619-52767460,chr12:52927704-52929159,repressed,repressed
chr12:52536769-52538312,chr12:52549970-52551527,active,active
chr6:131205951-131207469,chr6:131437407-131438929,repressed,repressed
chr6:131205951-131207469,chr6:131948598-131950491,repressed,active
chr22:37934302-37935762,chr22:37962650-37964246,active,weak
chr6:2846029-2847784,chr6:2931733-2933413,active,active
chr6:2790519-2792392,chr6:2931733-2933413,active,active
chr6:2853570-2855264,chr6:2931733-2933413,active,active
chr6:2911148-2912834,chr6:2931733-2933413,weak,active
chr1:204534280-204536086,chr1:204592560-204593973,repressed,repressed
chr1:204534280-204536086,chr1:204732386-204733896,repressed,poised
chr1:204367067-204368707,chr1:204732386-204733896,weak,poised
chr1:204534280-204536086,chr1:204910038-204911801,repressed,repressed
chr5:170065160-170066650,chr5:170217827-170219284,repressed,repressed
chr5:170170878-170172554,chr5:170217827-170219284,active,repressed
chr4:4254022-4255471,chr4:4336393-4337865,repressed,active
chr10:35012196-35013686,chr10:35113311-35114668,repressed,repressed
chr10:34943964-34945465,chr10:35113311-35114668,repressed,repressed
chr11:6758585-6760078,chr11:6777973-6779540,repressed,repressed
chr11:6724172-6725681,chr11:6777973-6779540,repressed,repressed
chr11:6758585-6760078,chr11:6776038-6777487,repressed,repressed
chr10:81321350-81322815,chr10:81688432-81690039,repressed,repressed
chr2:228522397-228523865,chr2:228630321-228632065,repressed,weak
chr2:228270088-228272000,chr2:228630321-228632065,active,weak
chr19:13895171-13896795,chr19:13972276-13973999,active,active
chr12:117649841-117651337,chr12:118293935-118296345,repressed,repressed
chr12:117668856-117670458,chr12:118293935-118296345,repressed,repressed
chr12:117649841-117651337,chr12:117668856-117670458,repressed,repressed
chr12:117462734-117464302,chr12:117668856-117670458,active,repressed
chr12:117649841-117651337,chr12:118287229-118288716,repressed,repressed
chr12:117649841-117651337,chr12:118274444-118276020,repressed,repressed
chr12:117804186-117805789,chr12:118274444-118276020,repressed,repressed
chr12:117673725-117675153,chr12:118274444-118276020,repressed,repressed
chr9:139382519-139383997,chr9:139620666-139623623,weak,weak
chr9:139587503-139589826,chr9:139620666-139623623,active,weak
chr9:139654777-139656194,chr9:139681570-139683013,active,active
chr20:6158654-6160247,chr20:7141820-7143424,repressed,repressed
chr20:6745583-6747133,chr20:6799760-6801200,weak,repressed
chr20:6563131-6564776,chr20:6799760-6801200,weak,repressed
chr20:6616120-6617877,chr20:6799760-6801200,weak,repressed
chr20:6745583-6747133,chr20:6808886-6811156,weak,repressed
chr20:56811193-56813258,chr20:57224968-57226871,active,active
chr20:57056032-57057590,chr20:57224968-57226871,repressed,active
chr19:56164158-56166295,chr19:56182389-56183712,active,active
chr19:56027565-56029361,chr19:56142469-56144632,active,active
chr19:56142469-56144632,chr19:56164158-56166295,active,active
chr18:29737347-29738894,chr18:30131870-30133289,active,repressed
chr18:29868881-29870569,chr18:30131870-30133289,repressed,repressed
chr18:29851102-29852626,chr18:30131870-30133289,repressed,repressed
chr8:22831504-22832995,chr8:22871241-22872774,active,active
chr8:22657608-22658968,chr8:22876132-22877783,repressed,active
chr8:22831504-22832995,chr8:22876132-22877783,active,active
chr20:61940301-61941802,chr20:62056957-62058237,repressed,repressed
chr20:61940301-61941802,chr20:62012588-62014106,repressed,repressed
chr20:61814141-61815617,chr20:62012588-62014106,repressed,repressed
chr20:61687084-61689062,chr20:62012588-62014106,repressed,repressed
chr3:195589348-195590856,chr3:195641154-195642813,active,active
chr3:195585583-195587132,chr3:195641154-195642813,active,active
chr3:195589348-195590856,chr3:196245411-196247016,active,active
chr3:196212522-196214040,chr3:196245411-196247016,active,active
chr3:195979775-195981432,chr3:196245411-196247016,weak,active
chr3:195585583-195587132,chr3:196245411-196247016,active,active
chr3:195922877-195924368,chr3:196245411-196247016,weak,active
chr1:63377147-63378789,chr1:63614166-63615600,repressed,repressed
chr6:36590504-36592084,chr6:36691800-36693338,weak,repressed
chr6:36582324-36584100,chr6:36691800-36693338,weak,repressed
chr6:36647475-36649394,chr6:36691800-36693338,active,repressed
chr6:36590504-36592084,chr6:36647475-36649394,weak,active
chr7:73279869-73281552,chr7:73440385-73442081,repressed,active
chr7:73385642-73386925,chr7:73440385-73442081,repressed,active
chr17:77083122-77084624,chr17:77384074-77385390,weak,repressed
chr12:50897873-50899908,chr12:51127613-51129478,active,active
chr12:50897873-50899908,chr12:51030883-51032699,active,weak
chr8:108920033-108921507,chr8:109278140-109279773,repressed,repressed
chr8:108920033-108921507,chr8:109715457-109716914,repressed,repressed
chr8:108824999-108826593,chr8:109715457-109716914,repressed,repressed
chr11:79171561-79172951,chr11:79204062-79205556,repressed,repressed
chr11:123450577-123452162,chr11:123511105-123512608,active,active
chr20:43638797-43640840,chr20:43740017-43741513,active,repressed
chr12:85818212-85819626,chr12:85841713-85843486,repressed,repressed
chr12:85267728-85269441,chr12:85841713-85843486,weak,repressed
chr12:85469730-85471612,chr12:85841713-85843486,active,repressed
chr12:85818212-85819626,chr12:85834784-85836460,repressed,repressed
chr12:85703614-85705215,chr12:85834784-85836460,repressed,repressed
chr19:48200732-48203637,chr19:48245947-48247802,active,active
chr19:48215754-48217799,chr19:48245947-48247802,active,active
chr19:48200732-48203637,chr19:48268593-48269994,active,weak
chr9:77388193-77389674,chr9:77616496-77618121,repressed,weak
chr9:77391359-77392903,chr9:77616496-77618121,repressed,weak
chr9:77388193-77389674,chr9:77691350-77693041,repressed,repressed
chr9:77391359-77392903,chr9:77691350-77693041,repressed,repressed
chr9:77259363-77261019,chr9:77691350-77693041,repressed,repressed
chr9:77616496-77618121,chr9:77691350-77693041,weak,repressed
chr16:75232711-75234216,chr16:75497856-75499620,active,active
chr16:75418702-75420489,chr16:75497856-75499620,weak,active
chr12:58739207-58740784,chr12:58836699-58838260,repressed,repressed
chr12:58376235-58377864,chr12:58739207-58740784,repressed,repressed
chr12:58376235-58377864,chr12:58933578-58935418,repressed,repressed
chr2:138704781-138706256,chr2:139586397-139587765,repressed,repressed
chr2:138622902-138624646,chr2:139586397-139587765,repressed,repressed
chr2:138704781-138706256,chr2:139130936-139132606,repressed,repressed
chr1:23424581-23426358,chr1:23510427-23512089,weak,weak
chr7:100066337-100067917,chr7:100156767-100158299,weak,weak
chr7:30839773-30841328,chr7:30977807-30979413,weak,repressed
chr15:51454435-51456222,chr15:51484097-51485856,active,active
chr15:51424477-51426099,chr15:51484097-51485856,active,active
chr15:51454435-51456222,chr15:51672660-51675834,active,active
chr15:51578455-51579933,chr15:51672660-51675834,active,active
chr15:51424477-51426099,chr15:51672660-51675834,active,active
chr15:51454435-51456222,chr15:51790953-51792480,active,active
chr15:51672660-51675834,chr15:51790953-51792480,active,active
chr14:32937722-32939764,chr14:32982080-32983760,active,active
chr14:32403289-32404843,chr14:32542199-32543734,weak,repressed
chr14:32394530-32397351,chr14:32542199-32543734,active,repressed
chr17:8897091-8898403,chr17:9424762-9426279,repressed,repressed
chr17:8897091-8898403,chr17:9431679-9433308,repressed,repressed
chr17:8894240-8895712,chr17:9431679-9433308,repressed,repressed
chr17:8797746-8799192,chr17:9431679-9433308,repressed,repressed
chr17:38169126-38171225,chr17:38182724-38184337,weak,weak
chr4:8608794-8610200,chr4:8919123-8920630,repressed,repressed
chr7:107394651-107395986,chr7:107514475-107516031,active,repressed
chr7:107383088-107385103,chr7:107514475-107516031,active,repressed
chr3:39488807-39490421,chr3:39539584-39541219,repressed,repressed
chr19:48992348-48993947,chr19:49111454-49113069,weak,active
chr19:49008832-49010363,chr19:49111454-49113069,repressed,active
chr19:48893355-48895680,chr19:49111454-49113069,active,active
chr7:105816577-105818063,chr7:106419801-106421340,active,active
chr7:106182220-106184044,chr7:106419801-106421340,weak,active
chr7:106299550-106302279,chr7:106419801-106421340,active,active
chr7:106376301-106378626,chr7:106419801-106421340,active,active
chr7:105816577-105818063,chr7:106376301-106378626,active,active
chr7:105818679-105819988,chr7:106376301-106378626,repressed,active
chr7:106182220-106184044,chr7:106376301-106378626,weak,active
chr7:106299550-106302279,chr7:106376301-106378626,active,active
chr7:105816577-105818063,chr7:106102264-106103982,active,active
chr7:105818679-105819988,chr7:106102264-106103982,repressed,active
chr7:105816577-105818063,chr7:106299550-106302279,active,active
chr7:105818679-105819988,chr7:106299550-106302279,repressed,active
chr7:106182220-106184044,chr7:106299550-106302279,weak,active
chr15:50408159-50409617,chr15:50436950-50438582,active,active
chr15:49527081-49529191,chr15:50436950-50438582,active,active
chr15:50343349-50344984,chr15:50436950-50438582,active,active
chr16:87449836-87451279,chr16:87604150-87605880,active,active
chr17:7535256-7538512,chr17:7590300-7592390,weak,active
chr17:7516419-7519139,chr17:7590300-7592390,active,active
chr17:7535256-7538512,chr17:7620036-7621387,weak,active
chr17:7535256-7538512,chr17:7646156-7647874,weak,weak
chr5:72215958-72217536,chr5:72513869-72515196,weak,repressed
chr5:72215958-72217536,chr5:72251026-72252536,weak,active
chr5:72215958-72217536,chr5:72378365-72379885,weak,weak
chr4:153421451-153422873,chr4:153655983-153657427,repressed,repressed
chr8:53627158-53628599,chr8:53649070-53650856,active,weak
chr11:100552433-100553935,chr11:100800260-100801892,repressed,weak
chr11:100445589-100448179,chr11:100800260-100801892,repressed,weak
chr11:100725645-100727251,chr11:100800260-100801892,repressed,weak
chr11:100552433-100553935,chr11:100725645-100727251,repressed,repressed
chr11:100445589-100448179,chr11:100725645-100727251,repressed,repressed
chr11:100552433-100553935,chr11:100802603-100804165,repressed,repressed
chr11:100445589-100448179,chr11:100802603-100804165,repressed,repressed
chr4:12853362-12854924,chr4:13549868-13551504,weak,active
chr3:127813456-127814854,chr3:127889117-127890929,active,repressed
chr19:47582029-47583484,chr19:47627878-47629550,weak,weak
chr19:47515489-47517210,chr19:47627878-47629550,active,weak
chr1:47901500-47904327,chr1:48175524-48177163,active,active
chr1:47888938-47891012,chr1:48175524-48177163,repressed,active
chr1:47992831-47994222,chr1:48191359-48192960,repressed,repressed
chr1:47901500-47904327,chr1:48191359-48192960,active,repressed
chr1:48175524-48177163,chr1:48191359-48192960,active,repressed
chr1:47888938-47891012,chr1:48191359-48192960,repressed,repressed
chr19:40403425-40405201,chr19:40475730-40477614,active,active
chr19:40282985-40284667,chr19:40475730-40477614,active,active
chr8:143863345-143864830,chr8:144128858-144130572,repressed,repressed
chr8:144110065-144111646,chr8:144128858-144130572,weak,repressed
chr8:143791281-143792741,chr8:144128858-144130572,repressed,repressed
chr8:143863345-143864830,chr8:144064984-144066704,repressed,repressed
chr8:143819603-143821706,chr8:144064984-144066704,active,repressed
chr14:88957892-88959454,chr14:89025678-89027213,weak,repressed
chr14:88655171-88656635,chr14:89025678-89027213,repressed,repressed
chr12:38721506-38723062,chr12:39495886-39498384,weak,active
chr12:38531946-38533454,chr12:39495886-39498384,active,active
chr12:39314279-39316088,chr12:39495886-39498384,repressed,active
chr2:138622902-138624646,chr2:139584468-139585944,repressed,repressed
chr2:138645703-138647349,chr2:139584468-139585944,repressed,repressed
chr11:67123734-67125515,chr11:67149328-67151005,active,weak
chr11:67029605-67031094,chr11:67149328-67151005,active,weak
chr11:67118126-67119621,chr11:67149328-67151005,active,weak
chr11:67123734-67125515,chr11:67156290-67159590,active,active
chr14:72187108-72188587,chr14:72321476-72323190,weak,repressed
chr14:71569955-71571538,chr14:72321476-72323190,weak,repressed
chr14:72218970-72220776,chr14:72321476-72323190,active,repressed
chr2:80552782-80554258,chr2:80725743-80727111,repressed,repressed
chr2:80299653-80301055,chr2:80725743-80727111,repressed,repressed
chr2:239421439-239422886,chr2:239693093-239694567,repressed,repressed
chr2:232764613-232766305,chr2:232789153-232790791,active,active
chr11:85565093-85567197,chr11:86002000-86003942,active,weak
chr11:85903862-85905712,chr11:86002000-86003942,active,weak
chr11:85565093-85567197,chr11:86071281-86072993,active,repressed
chr14:24057570-24059204,chr14:24196200-24197769,repressed,repressed
chr4:141781939-141783454,chr4:141805036-141806476,repressed,repressed
chr14:105836563-105838591,chr14:105953927-105955181,active,active
chr14:105556254-105557792,chr14:105817989-105819475,weak,repressed
chr14:105668810-105670202,chr14:105817989-105819475,weak,repressed
chr14:105511411-105513122,chr14:105817989-105819475,active,repressed
chr17:6954811-6956288,chr17:7038994-7040680,weak,repressed
chr17:6568799-6570325,chr17:7038994-7040680,active,repressed
chr17:6954811-6956288,chr17:7248599-7250202,weak,repressed
chr17:7183244-7185296,chr17:7248599-7250202,active,repressed
chr17:7198911-7200739,chr17:7248599-7250202,active,repressed
chr17:6954811-6956288,chr17:7080185-7081612,weak,repressed
chr2:224556489-224558016,chr2:224661421-224663828,repressed,active
chr2:224591632-224593064,chr2:224661421-224663828,active,active
chr19:41631984-41634200,chr19:41813773-41815383,active,active
chr19:41709604-41711040,chr19:41813773-41815383,active,active
chr19:41767448-41769069,chr19:41813773-41815383,active,active
chr19:41649713-41651226,chr19:41813773-41815383,repressed,active
chr15:34401695-34403415,chr15:34501681-34503107,active,active
chr15:34353478-34355005,chr15:34501681-34503107,active,active
chr15:34401695-34403415,chr15:34879629-34881195,active,active
chr15:34401695-34403415,chr15:34658970-34660918,active,active
chr15:34634589-34636516,chr15:34658970-34660918,active,active
chr15:34353478-34355005,chr15:34658970-34660918,active,active
chr2:10974925-10976349,chr2:11264070-11265599,active,repressed
chr2:10938442-10939752,chr2:11264070-11265599,active,repressed
chr2:10971816-10973386,chr2:11264070-11265599,poised,repressed
chr5:135222438-135224116,chr5:135547277-135548986,repressed,repressed
chr5:135215510-135216826,chr5:135547277-135548986,repressed,repressed
chr8:101270544-101272195,chr8:101552340-101554019,active,weak
chr8:101170132-101171535,chr8:101552340-101554019,active,weak
chr17:34093377-34094935,chr17:34135419-34136690,weak,active
chr17:34090432-34092029,chr17:34135419-34136690,active,active
chr17:34093377-34094935,chr17:34131162-34132746,weak,weak
chr17:34090432-34092029,chr17:34131162-34132746,active,weak
chr17:34073927-34075577,chr17:34131162-34132746,active,weak
chr11:113175791-113177398,chr11:113601076-113602475,repressed,repressed
chr11:113175791-113177398,chr11:113402854-113404342,repressed,repressed
chr19:46272687-46274514,chr19:46301679-46303265,active,active
chr19:45930370-45932627,chr19:46301679-46303265,active,active
chr19:46272687-46274514,chr19:46385801-46387660,active,active
chr12:78393265-78394740,chr12:78514081-78515616,repressed,repressed
chr14:23946934-23948438,chr14:24031434-24032843,active,active
chr14:23946934-23948438,chr14:24027987-24029611,active,active
chr14:23733800-23735425,chr14:24027987-24029611,repressed,active
chr14:23946934-23948438,chr14:24008326-24009696,active,repressed
chr14:23545485-23547022,chr14:24008326-24009696,weak,repressed
chr10:88021086-88022513,chr10:88108699-88110131,active,repressed
chr6:132620842-132622610,chr6:132713319-132714830,repressed,repressed
chr6:132599921-132601992,chr6:132713319-132714830,repressed,repressed
chr6:132244033-132247146,chr6:132618968-132620324,repressed,repressed
chr6:132235801-132237236,chr6:132618968-132620324,repressed,repressed
chr6:132599921-132601992,chr6:132618968-132620324,repressed,repressed
chr6:132244033-132247146,chr6:132481863-132483409,repressed,repressed
chr6:132244033-132247146,chr6:132599921-132601992,repressed,repressed
chr6:132235801-132237236,chr6:132599921-132601992,repressed,repressed
chr11:9778848-9781969,chr11:10343910-10345607,active,active
chr11:9778848-9781969,chr11:9883040-9884672,active,weak
chr12:48477234-48478756,chr12:48558212-48559985,active,repressed
chr12:48342642-48344199,chr12:48558212-48559985,active,repressed
chr12:48293774-48295106,chr12:48342642-48344199,weak,active
chr10:21783934-21786280,chr10:22241774-22243503,active,repressed
chr9:123491421-123492967,chr9:123517531-123519190,active,weak
chr9:123372811-123375402,chr9:123517531-123519190,weak,weak
chr9:123381300-123383179,chr9:123517531-123519190,weak,weak
chr11:45392171-45393664,chr11:45676187-45677736,repressed,repressed
chr19:5986845-5988495,chr19:6124950-6127327,active,weak
chr2:37394905-37396436,chr2:38117327-38119165,active,repressed
chr2:37622372-37624004,chr2:38117327-38119165,repressed,repressed
chr2:37394905-37396436,chr2:37622372-37624004,active,repressed
chr2:121452638-121454124,chr2:121827928-121829459,repressed,repressed
chr2:121452638-121454124,chr2:121837201-121838669,repressed,repressed
chr2:121452638-121454124,chr2:121834039-121835417,repressed,repressed
chr6:106180827-106182436,chr6:106670640-106672140,repressed,repressed
chr6:105871440-105873125,chr6:106670640-106672140,repressed,repressed
chr1:6546019-6547407,chr1:6583163-6584786,active,active
chr1:161161621-161163316,chr1:161260728-161262203,repressed,repressed
chr1:161161621-161163316,chr1:161178910-161180652,repressed,active
chr3:195979775-195981432,chr3:196248988-196250367,weak,repressed
chr3:195585583-195587132,chr3:196248988-196250367,active,repressed
chr3:195979775-195981432,chr3:196171800-196173090,weak,repressed
chr20:43012491-43014064,chr20:43237839-43239783,weak,active
chr20:43016605-43018145,chr20:43237839-43239783,active,active
chr2:46218956-46221555,chr2:46687721-46689503,active,active
chr2:46237337-46239041,chr2:46687721-46689503,weak,active
chr2:46218956-46221555,chr2:46691079-46692475,active,weak
chr2:46218956-46221555,chr2:46237337-46239041,active,weak
chr17:41653433-41655166,chr17:41836986-41838800,weak,weak
chr17:41754748-41756291,chr17:41836986-41838800,active,weak
chr12:14963484-14965127,chr12:15674970-15676469,repressed,repressed
chr12:15303861-15306341,chr12:15674970-15676469,active,repressed
chr12:15379486-15381102,chr12:15674970-15676469,weak,repressed
chr12:15428479-15429952,chr12:15674970-15676469,weak,repressed
chr12:15148119-15149718,chr12:15674970-15676469,repressed,repressed
chr12:14963484-14965127,chr12:14997647-14999331,repressed,repressed
chr7:134317161-134318699,chr7:134638216-134639902,repressed,weak
chr7:134197359-134200279,chr7:134638216-134639902,weak,weak
chr7:134408810-134410238,chr7:134439664-134441138,repressed,repressed
chr16:56547126-56548851,chr16:56735197-56737011,weak,active
chr16:56366017-56367523,chr16:56735197-56737011,repressed,active
chr16:56610349-56611924,chr16:56735197-56737011,active,active
chr14:69595427-69596926,chr14:69926226-69927789,active,weak
chr14:69708749-69710376,chr14:69926226-69927789,weak,weak
chr14:69595427-69596926,chr14:69812899-69814332,active,repressed
chr5:39217190-39219063,chr5:39546888-39548699,repressed,active
chr5:39148245-39150155,chr5:39546888-39548699,weak,active
chr5:39217190-39219063,chr5:39578304-39580167,repressed,weak
chr17:48246069-48247755,chr17:48349766-48351550,weak,active
chr9:95921634-95923159,chr9:96064363-96065894,active,repressed
chr9:95921634-95923159,chr9:96066684-96068054,active,repressed
chr6:151138494-151139832,chr6:151186017-151188272,weak,active
chr6:150401178-150402740,chr6:151186017-151188272,repressed,active
chr4:147939672-147941351,chr4:148014889-148016198,weak,weak
chr7:102936949-102938821,chr7:103046748-103048353,active,repressed
chr3:112753700-112755210,chr3:112769361-112771058,repressed,active
chr1:43994094-43995731,chr1:44411276-44413186,active,active
chr1:44228458-44230248,chr1:44411276-44413186,weak,active
chr20:43708867-43710428,chr20:43723769-43725506,weak,active
chr20:43638797-43640840,chr20:43723769-43725506,active,active
chr20:43539551-43540928,chr20:43723769-43725506,active,active
chr20:43708867-43710428,chr20:43857462-43859169,weak,active
chr20:43766868-43768663,chr20:43857462-43859169,weak,active
chr20:43723769-43725506,chr20:43857462-43859169,active,active
chr20:43638797-43640840,chr20:43766868-43768663,active,weak
chr3:128398973-128400802,chr3:128513319-128514867,active,active
chr16:75267186-75268993,chr16:75418702-75420489,weak,weak
chr16:75232711-75234216,chr16:75418702-75420489,active,weak
chr16:75267186-75268993,chr16:75435972-75437714,weak,weak
chr16:75232711-75234216,chr16:75435972-75437714,active,weak
chr16:75267186-75268993,chr16:75505103-75506752,weak,weak
chr11:2996258-2997863,chr11:3041943-3043579,active,active
chr11:2950881-2953076,chr11:3041943-3043579,active,active
chr11:2996258-2997863,chr11:3112317-3113966,active,active
chr11:3057894-3059480,chr11:3112317-3113966,weak,active
chr11:2950881-2953076,chr11:3112317-3113966,active,active
chr11:3041943-3043579,chr11:3112317-3113966,active,active
chr13:25568728-25570275,chr13:25610818-25612300,repressed,repressed
chr13:25257430-25259072,chr13:25267718-25269123,repressed,repressed
chr2:36578574-36580205,chr2:37011617-37013334,weak,repressed
chr2:36922452-36924074,chr2:37011617-37013334,weak,repressed
chr2:36733952-36735387,chr2:37011617-37013334,weak,repressed
chr2:220405567-220407784,chr2:220553793-220555313,active,weak
chr4:74438906-74440405,chr4:74518612-74520458,repressed,repressed
chr4:74458807-74460485,chr4:74518612-74520458,repressed,repressed
chr7:54840835-54842781,chr7:55338284-55339637,active,repressed
chr3:56284753-56286386,chr3:56335928-56338498,repressed,repressed
chr14:93180380-93181987,chr14:93249592-93251086,active,repressed
chr14:93152662-93154092,chr14:93249592-93251086,active,repressed
chr14:93156201-93157599,chr14:93249592-93251086,repressed,repressed
chr14:93078807-93080418,chr14:93146886-93148343,repressed,repressed
chr11:5144621-5146403,chr11:5401247-5402919,repressed,repressed
chr11:5225431-5227299,chr11:5401247-5402919,repressed,repressed
chr11:4646897-4648344,chr11:5401247-5402919,repressed,repressed
chr10:72662547-72663955,chr10:73044223-73045820,repressed,repressed
chr10:72684806-72686464,chr10:73044223-73045820,repressed,repressed
chr10:73029548-73030998,chr10:73044223-73045820,weak,repressed
chr10:72968168-72969795,chr10:73044223-73045820,poised,repressed
chr10:124802330-124804856,chr10:125139645-125141172,repressed,repressed
chr10:124892030-124893387,chr10:125139645-125141172,repressed,repressed
chr10:124802330-124804856,chr10:124892030-124893387,repressed,repressed
chr10:124802330-124804856,chr10:125332177-125333645,repressed,repressed
chr3:37896358-37897911,chr3:38008232-38009731,repressed,repressed
chr3:98535789-98537238,chr3:98712434-98713977,repressed,repressed
chr3:98531102-98532527,chr3:98712434-98713977,weak,repressed
chr9:15277277-15278811,chr9:15605778-15607767,repressed,weak
chr1:238026836-238028676,chr1:238101292-238102772,active,repressed
chr1:238013953-238015472,chr1:238101292-238102772,repressed,repressed
chr1:238026836-238028676,chr1:238414942-238416528,active,repressed
chr1:222637757-222639919,chr1:222807188-222808884,active,weak
chr1:222911515-222913084,chr1:222942033-222943514,repressed,repressed
chr1:222637757-222639919,chr1:223262834-223264300,active,repressed
chr1:222911515-222913084,chr1:223262834-223264300,repressed,repressed
chr1:24919440-24920895,chr1:25156315-25158173,repressed,weak
chr1:25014324-25016008,chr1:25156315-25158173,weak,weak
chr1:25105721-25107198,chr1:25156315-25158173,weak,weak
chr1:24527754-24529398,chr1:25156315-25158173,active,weak
chr19:3223825-3225222,chr19:3274542-3276471,active,active
chr19:2950203-2951883,chr19:3274542-3276471,active,active
chr1:41981145-41982702,chr1:42260289-42261970,active,repressed
chr1:41897567-41899446,chr1:42260289-42261970,active,repressed
chr17:76108092-76109643,chr17:76129896-76131327,active,weak
chr17:76108092-76109643,chr17:76182376-76184111,active,active
chr1:92462577-92464163,chr1:92530084-92531413,repressed,repressed
chr1:91976372-91977974,chr1:92530084-92531413,active,repressed
chr1:92462577-92464163,chr1:92774861-92776598,repressed,weak
chr16:1412837-1414535,chr16:1463125-1464576,active,active
chr16:1155760-1157157,chr16:1244067-1245499,repressed,repressed
chr1:157847350-157848860,chr1:157917854-157919214,repressed,repressed
chr20:13305042-13306561,chr20:13526606-13528143,repressed,weak
chr20:13438997-13440433,chr20:13526606-13528143,repressed,weak
chr20:13242242-13243566,chr20:13526606-13528143,repressed,weak
chr2:98279977-98282035,chr2:98312948-98314759,active,active
chr12:19013660-19015175,chr12:19339112-19340583,repressed,repressed
chr3:57849947-57851543,chr3:58162960-58164287,weak,weak
chr5:56794522-56796193,chr5:57757837-57759377,active,weak
chr7:130666254-130667855,chr7:131108388-131109952,weak,weak
