motif,chromatin_motif,node1,node2,node3
211,11001000,chr17:59712738-59714272,chr17:60186216-60187852,chr17:60142747-60144422
211,10100100,chr12:46398241-46399866,chr12:46286583-46287835,chr12:46383717-46385513
211,00200100,chr12:46518183-46519999,chr12:46286583-46287835,chr12:46383717-46385513
211,11000100,chr6:109213820-109215469,chr6:109102831-109104547,chr6:108862473-108864168
222,00002100,chr6:109155780-109157476,chr6:109213820-109215469,chr6:108862473-108864168
211,11001000,chr6:109213820-109215469,chr6:109102831-109104547,chr6:109155780-109157476
211,10101000,chr14:36348322-36349827,chr14:36842592-36844246,chr14:36676266-36677629
211,20000010,chr14:36348322-36349827,chr14:36842592-36844246,chr14:37022301-37023824
211,10100100,chr20:3732961-3734648,chr20:3761505-3763010,chr20:3696355-3697995
211,20000100,chr20:3543632-3545231,chr20:3761505-3763010,chr20:3696355-3697995
211,20000100,chr20:3761505-3763010,chr20:3696355-3697995,chr20:3656541-3658222
211,20001000,chr7:33282371-33284041,chr7:33462668-33464238,chr7:33224587-33226428
211,11001000,chr7:33783373-33784727,chr7:33282371-33284041,chr7:33224587-33226428
211,11001000,chr7:104558464-104559918,chr7:104502546-104504152,chr7:104681074-104682384
211,20000100,chr7:104621079-104622700,chr7:104558464-104559918,chr7:104681074-104682384
211,11001000,chr7:104621079-104622700,chr7:105069589-105071095,chr7:104681074-104682384
211,11001000,chr3:138050770-138052252,chr3:138135757-138137318,chr3:138116126-138117588
211,10101000,chr9:100377140-100378774,chr9:100230323-100233316,chr9:100716308-100717974
211,20001000,chr18:24229194-24230786,chr18:23886604-23888115,chr18:23963001-23964576
211,01100100,chr9:131935546-131937880,chr9:131900833-131902959,chr9:132499174-132500957
211,02000010,chr9:132499174-132500957,chr9:132545264-132547039,chr9:131900833-131902959
211,20000100,chr4:140215935-140217921,chr4:140019762-140021631,chr4:140150056-140151600
211,10100100,chr4:140215935-140217921,chr4:139951030-139952766,chr4:140150056-140151600
211,10100100,chr9:133921497-133923078,chr9:133744886-133746273,chr9:133893501-133894882
222,00000120,chr10:112306327-112307963,chr10:112065396-112067018,chr10:112359657-112361371
211,02000010,chr10:112306327-112307963,chr10:112065396-112067018,chr10:112113513-112115092
211,01100010,chr10:112306327-112307963,chr10:112113513-112115092,chr10:112359657-112361371
211,01100100,chr10:112306327-112307963,chr10:112258584-112260131,chr10:112113513-112115092
211,10100010,chr1:90269556-90271377,chr1:90452181-90453727,chr1:90245555-90247408
211,10100100,chr3:125303841-125305426,chr3:124704576-124706432,chr3:124646944-124648552
211,01100100,chr3:125303841-125305426,chr3:124704576-124706432,chr3:124479393-124481193
211,02000010,chr3:125303841-125305426,chr3:124704576-124706432,chr3:124713697-124715339
211,10100100,chr3:125303841-125305426,chr3:124713697-124715339,chr3:125155927-125157629
211,02000010,chr4:40909825-40912179,chr4:41216021-41217364,chr4:40929142-40930581
211,10100100,chr19:48200732-48203637,chr19:47939279-47940852,chr19:48268593-48269994
211,02001000,chr19:48200732-48203637,chr19:47986384-47987865,chr19:47939279-47940852
211,01100100,chr16:2053033-2054772,chr16:2064893-2067586,chr16:2189872-2191497
211,20001000,chr10:86296555-86298156,chr10:86189125-86190623,chr10:86026869-86028102
211,10101000,chr10:86133911-86135666,chr10:86296555-86298156,chr10:86026869-86028102
211,20001000,chr10:86296555-86298156,chr10:86023773-86025322,chr10:86026869-86028102
222,00002100,chr17:74863609-74865256,chr17:75006646-75008187,chr17:75051798-75053232
222,00003000,chr17:75062255-75063785,chr17:75006646-75008187,chr17:75051798-75053232
211,11000100,chr17:75242541-75244162,chr17:74863609-74865256,chr17:75051798-75053232
222,00002100,chr17:74863609-74865256,chr17:75062255-75063785,chr17:75051798-75053232
211,20001000,chr1:27622659-27624068,chr1:27428616-27430160,chr1:27610425-27612058
211,20001000,chr1:27622659-27624068,chr1:27428616-27430160,chr1:27626681-27628234
211,11001000,chr1:27622659-27624068,chr1:27428616-27430160,chr1:27523821-27525392
222,00003000,chr1:27622659-27624068,chr1:27428616-27430160,chr1:27714265-27715819
211,20001000,chr1:27622659-27624068,chr1:27714265-27715819,chr1:27626681-27628234
211,20001000,chr12:103941726-103943404,chr12:103272201-103273935,chr12:103342030-103343554
211,20001000,chr12:103941726-103943404,chr12:103276507-103277806,chr12:103342030-103343554
211,02000100,chr12:121151092-121152632,chr12:121020474-121023004,chr12:121446973-121448409
211,02000100,chr12:121020474-121023004,chr12:121086394-121087883,chr12:121446973-121448409
211,20001000,chr8:55648395-55649848,chr8:55544767-55546301,chr8:55613412-55615157
211,20001000,chr8:55648395-55649848,chr8:55463657-55465342,chr8:55613412-55615157
211,02000100,chr15:81566773-81568581,chr15:81557612-81559719,chr15:81692422-81694038
211,20001000,chr1:199432126-199433546,chr1:199212068-199213466,chr1:198740129-198741688
222,00003000,chr1:199212068-199213466,chr1:198740129-198741688,chr1:199081800-199083328
211,11000100,chr19:12957628-12959403,chr19:12870792-12872313,chr19:12827174-12828575
211,02001000,chr19:12957628-12959403,chr19:12906532-12908367,chr19:12870792-12872313
211,02001000,chr19:12957628-12959403,chr19:12870792-12872313,chr19:12948395-12950005
211,02001000,chr19:12957628-12959403,chr19:12870792-12872313,chr19:12887735-12889314
211,11000100,chr19:12885854-12887187,chr19:12906532-12908367,chr19:12870792-12872313
211,11000100,chr19:12906532-12908367,chr19:12870792-12872313,chr19:12876016-12877899
211,02001000,chr19:12906532-12908367,chr19:12870792-12872313,chr19:12948395-12950005
222,00001200,chr19:12906532-12908367,chr19:12870792-12872313,chr19:12887735-12889314
211,11000100,chr19:12870792-12872313,chr19:12876016-12877899,chr19:12948395-12950005
211,02001000,chr19:12870792-12872313,chr19:12887735-12889314,chr19:12948395-12950005
211,11000100,chr19:12876016-12877899,chr19:12870792-12872313,chr19:12887735-12889314
211,11001000,chr4:57665713-57667291,chr4:57441528-57442947,chr4:57702248-57703651
211,02000001,chr2:27239146-27240733,chr2:27307869-27310345,chr2:27183888-27185488
211,01100001,chr2:27239146-27240733,chr2:27183888-27185488,chr2:27413806-27415375
211,10010100,chr2:27239146-27240733,chr2:27144950-27146477,chr2:27183888-27185488
211,10100100,chr5:125674334-125676002,chr5:125879336-125880825,chr5:125930313-125931881
211,01100100,chr5:125874047-125875741,chr5:125879336-125880825,chr5:125930313-125931881
211,00201000,chr10:97002224-97003746,chr10:96389183-96390734,chr10:97005742-97007176
222,00002010,chr10:97122291-97124089,chr10:96389183-96390734,chr10:97005742-97007176
211,20000010,chr10:96960941-96962405,chr10:96389183-96390734,chr10:97005742-97007176
211,00201000,chr10:97122291-97124089,chr10:97002224-97003746,chr10:97005742-97007176
211,01101000,chr10:96942550-96944485,chr10:97122291-97124089,chr10:97005742-97007176
211,10101000,chr10:97122291-97124089,chr10:96892126-96893696,chr10:97005742-97007176
222,00002010,chr10:97122291-97124089,chr10:96960941-96962405,chr10:97005742-97007176
211,00201000,chr10:97002224-97003746,chr10:96960941-96962405,chr10:97005742-97007176
211,01100010,chr18:12766433-12767893,chr18:12726457-12728477,chr18:12743531-12745099
211,01100010,chr18:12766433-12767893,chr18:12726457-12728477,chr18:12886027-12887554
211,00200010,chr18:12886027-12887554,chr18:12726457-12728477,chr18:12743531-12745099
211,10100010,chr14:103544060-103545500,chr14:103758490-103760065,chr14:103497680-103499038
211,11001000,chr5:102005332-102006899,chr5:101918599-101920528,chr5:102474242-102475949
211,20001000,chr5:102005332-102006899,chr5:101918599-101920528,chr5:102375930-102377768
211,20001000,chr5:102005332-102006899,chr5:101918599-101920528,chr5:102016316-102018157
211,20001000,chr5:102005332-102006899,chr5:101918599-101920528,chr5:101785549-101786797
211,02000100,chr15:67145211-67146578,chr15:66977410-66978860,chr15:67195249-67197246
222,00000300,chr15:67145211-67146578,chr15:67065989-67067693,chr15:66977410-66978860
211,02000100,chr15:67145211-67146578,chr15:66858836-66860255,chr15:67195249-67197246
211,02000100,chr15:67145211-67146578,chr15:67258071-67259529,chr15:67195249-67197246
222,00000300,chr15:67145211-67146578,chr15:67065989-67067693,chr15:67195249-67197246
211,02000100,chr15:67145211-67146578,chr15:67065989-67067693,chr15:66990062-66991639
211,02000100,chr15:67145211-67146578,chr15:67065989-67067693,chr15:66910893-66912457
211,20000100,chr12:75727465-75729043,chr12:75898919-75900480,chr12:75082262-75083860
211,10101000,chr3:36909674-36911265,chr3:36770409-36771935,chr3:37253730-37255455
211,20001000,chr3:36782285-36783630,chr3:36909674-36911265,chr3:36770409-36771935
211,01100100,chr17:27917883-27920128,chr17:27906719-27908315,chr17:28105508-28107152
211,10100100,chr17:27906719-27908315,chr17:28105508-28107152,chr17:28353095-28354561
211,10100100,chr17:28347782-28349756,chr17:27906719-27908315,chr17:28105508-28107152
211,02000100,chr15:75127000-75128658,chr15:75119446-75120739,chr15:75091471-75093451
211,02000100,chr15:75073402-75075103,chr15:75119446-75120739,chr15:75091471-75093451
211,02000100,chr15:74926742-74928514,chr15:75119446-75120739,chr15:75091471-75093451
211,02000100,chr15:74419116-74420963,chr15:75127000-75128658,chr15:75091471-75093451
211,02000100,chr15:75227236-75228500,chr15:75127000-75128658,chr15:75091471-75093451
222,00000300,chr15:75073402-75075103,chr15:75127000-75128658,chr15:75091471-75093451
211,02000100,chr15:74926742-74928514,chr15:75127000-75128658,chr15:75091471-75093451
211,02000100,chr15:75073402-75075103,chr15:74926742-74928514,chr15:75091471-75093451
211,02000100,chr15:74264628-74266264,chr15:74612497-74613935,chr15:74614327-74615887
211,02000100,chr15:74264628-74266264,chr15:74328690-74330119,chr15:74614327-74615887
222,00000300,chr15:74340153-74341650,chr15:74264628-74266264,chr15:74614327-74615887
211,02000100,chr15:74599547-74601116,chr15:74264628-74266264,chr15:74614327-74615887
222,00000300,chr15:74242738-74244440,chr15:74264628-74266264,chr15:74614327-74615887
222,00000300,chr15:74264628-74266264,chr15:74419116-74420963,chr15:74614327-74615887
211,02000100,chr15:74264628-74266264,chr15:74345745-74347398,chr15:74614327-74615887
211,02000100,chr15:74340153-74341650,chr15:74612497-74613935,chr15:74614327-74615887
211,02000100,chr15:74340153-74341650,chr15:74599547-74601116,chr15:74614327-74615887
211,02000100,chr15:74242738-74244440,chr15:74340153-74341650,chr15:74614327-74615887
211,02000100,chr15:74340153-74341650,chr15:74419116-74420963,chr15:74614327-74615887
211,02000100,chr15:74340153-74341650,chr15:74345745-74347398,chr15:74614327-74615887
211,02000100,chr15:74242738-74244440,chr15:74599547-74601116,chr15:74614327-74615887
222,00000300,chr15:74599547-74601116,chr15:74419116-74420963,chr15:74614327-74615887
222,00000300,chr15:74599547-74601116,chr15:74345745-74347398,chr15:74614327-74615887
211,02000100,chr15:74242738-74244440,chr15:74328690-74330119,chr15:74614327-74615887
211,02000100,chr15:74242738-74244440,chr15:74419116-74420963,chr15:74614327-74615887
211,02000100,chr15:74242738-74244440,chr15:74345745-74347398,chr15:74614327-74615887
211,02000100,chr15:74419116-74420963,chr15:74612497-74613935,chr15:74614327-74615887
211,02000100,chr15:74419116-74420963,chr15:74587690-74589029,chr15:74614327-74615887
211,02000100,chr15:74419116-74420963,chr15:75127000-75128658,chr15:74614327-74615887
222,00000300,chr15:74419116-74420963,chr15:74345745-74347398,chr15:74614327-74615887
211,02000100,chr15:74612497-74613935,chr15:74345745-74347398,chr15:74614327-74615887
211,02000100,chr15:44357606-44359462,chr15:44511234-44512735,chr15:44195285-44197050
211,01101000,chr1:147363898-147365798,chr1:147171477-147173033,chr1:147098733-147100401
211,01101000,chr1:147363898-147365798,chr1:146744522-146746333,chr1:147171477-147173033
211,20000100,chr1:147363898-147365798,chr1:147361812-147363223,chr1:147171477-147173033
211,10100100,chr17:45439090-45440411,chr17:45692573-45694150,chr17:45392007-45394004
211,20000100,chr17:45577529-45578923,chr17:45439090-45440411,chr17:45692573-45694150
211,20001000,chr6:142433034-142434546,chr6:142309720-142311443,chr6:142366035-142367462
211,11000100,chr14:64977070-64978835,chr14:65357634-65359480,chr14:65102779-65104486
222,00002100,chr7:7463336-7465174,chr7:7580196-7582065,chr7:8335042-8336676
211,10101000,chr7:7580196-7582065,chr7:8335042-8336676,chr7:8256355-8258057
211,02000100,chr1:155063325-155064850,chr1:155139266-155141275,chr1:155022050-155024096
211,01100100,chr1:155033362-155034885,chr1:155139266-155141275,chr1:155022050-155024096
211,02000100,chr1:155139266-155141275,chr1:155063325-155064850,chr1:155145168-155146603
211,01100100,chr1:155033362-155034885,chr1:155139266-155141275,chr1:155063325-155064850
211,02000010,chr1:155033362-155034885,chr1:155139266-155141275,chr1:155016866-155018482
211,10101000,chr1:117826653-117828205,chr1:117670469-117672528,chr1:117279340-117280929
211,01101000,chr1:117826653-117828205,chr1:117670469-117672528,chr1:117663859-117665729
222,00001020,chr1:117826653-117828205,chr1:117670469-117672528,chr1:117609722-117611384
211,10100100,chr5:101918599-101920528,chr5:102810806-102812286,chr5:102474242-102475949
211,10100100,chr5:102810806-102812286,chr5:102375930-102377768,chr5:102474242-102475949
211,01100100,chr5:102559778-102561229,chr5:102810806-102812286,chr5:102474242-102475949
211,11000010,chr5:102567514-102569068,chr5:102810806-102812286,chr5:102474242-102475949
211,01101000,chr5:103514199-103515810,chr5:102567514-102569068,chr5:102810806-102812286
211,20000100,chr7:101083168-101084611,chr7:101006649-101008161,chr7:101053985-101055421
222,00003000,chr1:176849559-176851084,chr1:176528337-176529861,chr1:176343393-176345116
211,11001000,chr12:9201407-9203293,chr12:8975683-8977051,chr12:9066148-9067479
211,11001000,chr12:9201407-9203293,chr12:8975683-8977051,chr12:9042602-9044296
211,11001000,chr12:9201407-9203293,chr12:8975683-8977051,chr12:8696255-8697924
211,20001000,chr12:14390545-14392089,chr12:14771376-14772755,chr12:14666710-14668077
211,20000100,chr17:31110015-31111605,chr17:31203600-31205450,chr17:31002967-31004354
211,20000100,chr17:31263466-31264853,chr17:31203600-31205450,chr17:31002967-31004354
211,20000100,chr17:31110015-31111605,chr17:31203600-31205450,chr17:31263466-31264853
211,02000100,chr15:50408159-50409617,chr15:50436950-50438582,chr15:50343349-50344984
211,20000100,chr7:140217164-140218687,chr7:140711310-140712822,chr7:140344542-140345829
211,20000100,chr7:140352524-140354161,chr7:140217164-140218687,chr7:140344542-140345829
211,11001000,chr14:25619584-25621124,chr14:25274694-25276498,chr14:25500979-25502583
211,20001000,chr14:25619584-25621124,chr14:25274694-25276498,chr14:25601510-25603049
211,00201000,chr10:103648785-103650454,chr10:103361823-103363593,chr10:103832026-103833732
211,10101000,chr10:103860472-103861763,chr10:103648785-103650454,chr10:103832026-103833732
222,00002010,chr10:103648785-103650454,chr10:103599874-103601316,chr10:103832026-103833732
211,20001000,chr1:171971316-171973026,chr1:172058792-172060593,chr1:172397766-172399512
211,11001000,chr1:172010349-172011800,chr1:172058792-172060593,chr1:172397766-172399512
211,20001000,chr1:172688073-172689832,chr1:172058792-172060593,chr1:172397766-172399512
211,10101000,chr1:172058792-172060593,chr1:172397766-172399512,chr1:172711207-172712717
211,11001000,chr1:172058792-172060593,chr1:172397766-172399512,chr1:171613368-171614982
211,02000100,chr6:33599606-33601209,chr6:33574972-33576380,chr6:33556886-33558780
211,02000100,chr6:33667664-33669184,chr6:33574972-33576380,chr6:33556886-33558780
211,02000100,chr6:33599606-33601209,chr6:33552903-33554477,chr6:33556886-33558780
211,02000100,chr6:33599606-33601209,chr6:33667664-33669184,chr6:33556886-33558780
211,02000100,chr6:33667664-33669184,chr6:33552903-33554477,chr6:33556886-33558780
211,01101000,chr12:105671394-105674179,chr12:105772134-105773567,chr12:105776421-105778064
211,01100100,chr1:231738937-231740728,chr1:231346445-231348056,chr1:230767490-230768936
211,11000100,chr1:231738937-231740728,chr1:231346445-231348056,chr1:230877812-230879229
211,11000100,chr1:230933010-230934642,chr1:231738937-231740728,chr1:231346445-231348056
211,11000100,chr1:231738937-231740728,chr1:231346445-231348056,chr1:231451062-231452475
211,01100100,chr1:231738937-231740728,chr1:231346445-231348056,chr1:231492975-231494606
211,10100100,chr1:231738937-231740728,chr1:231492975-231494606,chr1:231451062-231452475
211,11000010,chr1:231738937-231740728,chr1:231719393-231720808,chr1:231492975-231494606
211,01100010,chr1:231738937-231740728,chr1:231492975-231494606,chr1:231685636-231686910
211,20001000,chr22:23190041-23191423,chr22:23297594-23298924,chr22:23225555-23226997
211,20001000,chr22:23190041-23191423,chr22:23297594-23298924,chr22:23197404-23198713
211,02000100,chr20:35233136-35234793,chr20:35184297-35185864,chr20:35382316-35383911
211,02000100,chr20:35233136-35234793,chr20:35184297-35185864,chr20:35219909-35221702
211,01100100,chr20:35184297-35185864,chr20:35219909-35221702,chr20:34790235-34791643
211,11001000,chr6:131205951-131207469,chr6:131948598-131950491,chr6:131437407-131438929
211,20000010,chr20:13526606-13528143,chr20:13438997-13440433,chr20:13305042-13306561
211,20000010,chr20:13526606-13528143,chr20:13305042-13306561,chr20:13242242-13243566
211,02000100,chr15:48577339-48578958,chr15:48279437-48281654,chr15:48403959-48405376
211,10100010,chr13:108879516-108881087,chr13:109546906-109550229,chr13:108974032-108975500
222,00002010,chr13:109160122-109161485,chr13:109546906-109550229,chr13:108974032-108975500
211,10100010,chr13:108879516-108881087,chr13:109546906-109550229,chr13:109160122-109161485
211,10100010,chr11:102260840-102262306,chr11:102536529-102537974,chr11:102364595-102367047
211,20000100,chr2:230206593-230208052,chr2:230451120-230452742,chr2:230295562-230297189
222,00001200,chr2:230206593-230208052,chr2:230451120-230452742,chr2:230580069-230581502
211,11001000,chr2:230451120-230452742,chr2:230295562-230297189,chr2:229997276-229998885
222,00001200,chr2:230451120-230452742,chr2:230295562-230297189,chr2:230580069-230581502
211,11000100,chr2:230451120-230452742,chr2:229997276-229998885,chr2:230580069-230581502
211,10101000,chr4:152197356-152198981,chr4:152533161-152534811,chr4:152037791-152039392
211,11000100,chr5:36305051-36306813,chr5:36492485-36494026,chr5:36073122-36074562
211,11000100,chr5:36305051-36306813,chr5:36240915-36243048,chr5:36073122-36074562
211,02000100,chr15:45997072-45998953,chr15:46081928-46083392,chr15:46006156-46008583
211,02000100,chr15:45489964-45491946,chr15:45691189-45692753,chr15:45454456-45456202
211,02000100,chr15:45489964-45491946,chr15:45454456-45456202,chr15:45496576-45498284
211,11001000,chr5:76311425-76313027,chr5:75896728-75898969,chr5:76069763-76071390
211,01101000,chr20:1446964-1448348,chr20:1450074-1451570,chr20:1293620-1295193
211,10101000,chr20:1450074-1451570,chr20:1417433-1418901,chr20:1293620-1295193
222,00001020,chr20:1483546-1485360,chr20:1450074-1451570,chr20:1293620-1295193
211,01100010,chr20:1483546-1485360,chr20:1446964-1448348,chr20:1450074-1451570
211,10100010,chr20:1483546-1485360,chr20:1450074-1451570,chr20:1455076-1456442
211,01100010,chr20:1483546-1485360,chr20:1450074-1451570,chr20:1193078-1194422
211,10100010,chr20:1483546-1485360,chr20:1450074-1451570,chr20:1417433-1418901
211,20001000,chr4:22130588-22132027,chr4:22691808-22693281,chr4:21790340-21792945
211,01100010,chr17:38959044-38960811,chr17:39064821-39066564,chr17:39703831-39706553
222,00001110,chr17:39064821-39066564,chr17:39703831-39706553,chr17:39479886-39481214
211,02000010,chr17:39652351-39654138,chr17:39064821-39066564,chr17:39703831-39706553
211,01100010,chr17:38775685-38777126,chr17:38959044-38960811,chr17:39064821-39066564
211,10100010,chr17:38959044-38960811,chr17:39064821-39066564,chr17:39479886-39481214
211,01100010,chr17:38959044-38960811,chr17:39064821-39066564,chr17:39652351-39654138
211,11000010,chr17:39064821-39066564,chr17:39652351-39654138,chr17:39479886-39481214
211,02000100,chr8:126130082-126132266,chr8:126443435-126445299,chr8:126708404-126709972
211,01101000,chr1:231719393-231720808,chr1:231492975-231494606,chr1:231557677-231559021
211,10100010,chr1:231719393-231720808,chr1:231492975-231494606,chr1:231685636-231686910
211,20001000,chr5:134905341-134906757,chr5:134886933-134888503,chr5:134801248-134802696
211,20001000,chr5:134905341-134906757,chr5:134901321-134902708,chr5:134801248-134802696
211,11001000,chr5:134888988-134890465,chr5:134905341-134906757,chr5:134801248-134802696
211,10101000,chr5:134792616-134794105,chr5:134886933-134888503,chr5:134801248-134802696
211,20001000,chr5:134901321-134902708,chr5:134886933-134888503,chr5:134801248-134802696
211,11001000,chr5:134888988-134890465,chr5:134886933-134888503,chr5:134801248-134802696
222,00002100,chr5:134888988-134890465,chr5:134901321-134902708,chr5:134801248-134802696
211,20000100,chr5:134888988-134890465,chr5:135165148-135166695,chr5:134801248-134802696
211,11000010,chr3:141716976-141718566,chr3:141294726-141296306,chr3:141631477-141633094
211,01100100,chr2:38952596-38954003,chr2:38762465-38764165,chr2:39004692-39006391
222,00000120,chr3:196983134-196984726,chr3:196950086-196951903,chr3:197236222-197237946
211,11000010,chr20:43237839-43239783,chr20:42843165-42844588,chr20:43012491-43014064
211,10101000,chr20:42843165-42844588,chr20:42744637-42746268,chr20:43012491-43014064
222,00002010,chr20:42843165-42844588,chr20:43099545-43100959,chr20:43012491-43014064
211,00201000,chr20:43014615-43016043,chr20:42843165-42844588,chr20:43012491-43014064
222,00003000,chr20:42843165-42844588,chr20:42744637-42746268,chr20:43099545-43100959
222,00002010,chr20:43014615-43016043,chr20:42843165-42844588,chr20:42744637-42746268
222,00002010,chr20:43014615-43016043,chr20:42843165-42844588,chr20:43099545-43100959
211,00201000,chr10:64196833-64198396,chr10:64917262-64918835,chr10:64023916-64025489
222,00001110,chr11:75513691-75515606,chr11:75607153-75609006,chr11:76391161-76392780
211,01100010,chr11:76029145-76030837,chr11:75607153-75609006,chr11:76391161-76392780
222,00003000,chr1:62872420-62873977,chr1:62640595-62642175,chr1:62759307-62760781
211,20001000,chr1:62600748-62602247,chr1:62872420-62873977,chr1:62759307-62760781
211,20001000,chr1:62547707-62549457,chr1:62872420-62873977,chr1:62759307-62760781
211,10100010,chr8:144976009-144977583,chr8:144925493-144926923,chr8:144918127-144919536
211,10100010,chr7:112538179-112539781,chr7:112135289-112136871,chr7:112119942-112121259
211,10101000,chr7:112538179-112539781,chr7:112119942-112121259,chr7:112189957-112191511
211,20000100,chr4:47124123-47125823,chr4:46845747-46847418,chr4:46939006-46940411
222,00002100,chr4:47124123-47125823,chr4:47385199-47386821,chr4:46939006-46940411
211,20001000,chr4:47385199-47386821,chr4:46939006-46940411,chr4:47565846-47567263
211,20001000,chr4:46845747-46847418,chr4:47385199-47386821,chr4:46939006-46940411
211,11001000,chr2:121062247-121063777,chr2:121070141-121071756,chr2:120985557-120986874
211,10100100,chr2:121309871-121311408,chr2:121070141-121071756,chr2:120985557-120986874
211,10010100,chr2:121437340-121438818,chr2:121070141-121071756,chr2:120985557-120986874
211,01100010,chr7:6034747-6037899,chr7:6361947-6363598,chr7:6199221-6201085
222,00000120,chr2:131554473-131556596,chr2:131630705-131632225,chr2:131677408-131679107
211,10101000,chr6:25890181-25891664,chr6:25265352-25267004,chr6:25601836-25603631
211,10100010,chr6:25265352-25267004,chr6:25489495-25491247,chr6:25601836-25603631
222,00001020,chr6:25265352-25267004,chr6:25601836-25603631,chr6:25222765-25224681
222,00000030,chr6:25265352-25267004,chr6:25489495-25491247,chr6:25222765-25224681
211,10100100,chr12:9902636-9904829,chr12:9949809-9951602,chr12:10291927-10293702
211,10100100,chr12:9902636-9904829,chr12:9949809-9951602,chr12:9786173-9787943
222,00000210,chr12:9902636-9904829,chr12:9949809-9951602,chr12:10077716-10079450
211,10101000,chr8:1682973-1684725,chr8:1839874-1841688,chr8:1971639-1973127
211,11001000,chr19:34285498-34287544,chr19:34211462-34212864,chr19:34586482-34588192
211,11001000,chr19:34285498-34287544,chr19:34586482-34588192,chr19:34636091-34637578
211,20001000,chr19:34211462-34212864,chr19:34586482-34588192,chr19:34261886-34263382
211,20001000,chr19:34636091-34637578,chr19:34211462-34212864,chr19:34586482-34588192
211,11001000,chr19:34636091-34637578,chr19:34586482-34588192,chr19:34710707-34712363
211,10101000,chr2:72221483-72223261,chr2:72971968-72974027,chr2:72806081-72807692
211,10011000,chr2:72221483-72223261,chr2:72806081-72807692,chr2:72376823-72378766
211,11001000,chr2:72221483-72223261,chr2:72806081-72807692,chr2:72160543-72161930
211,20001000,chr2:72221483-72223261,chr2:72806081-72807692,chr2:72028658-72030017
211,20001000,chr2:72221483-72223261,chr2:72806081-72807692,chr2:71775198-71776705
211,11001000,chr2:72221483-72223261,chr2:72160543-72161930,chr2:72028658-72030017
211,11001000,chr2:72221483-72223261,chr2:72160543-72161930,chr2:71775198-71776705
211,10011000,chr2:72221483-72223261,chr2:72376823-72378766,chr2:72028658-72030017
211,10101000,chr2:72221483-72223261,chr2:71836162-71838032,chr2:72028658-72030017
211,20001000,chr2:72221483-72223261,chr2:71775198-71776705,chr2:72028658-72030017
211,10101000,chr2:72221483-72223261,chr2:71836162-71838032,chr2:71775198-71776705
211,11000100,chr5:177590416-177592209,chr5:177547341-177548728,chr5:177501121-177504033
211,10100100,chr5:177572371-177574232,chr5:177547341-177548728,chr5:177501121-177504033
211,20000010,chr22:42346477-42347731,chr22:42218189-42219739,chr22:42141852-42143518
211,11000010,chr22:42252914-42254587,chr22:42346477-42347731,chr22:42218189-42219739
211,01100100,chr12:922896-924348,chr12:678337-680290,chr12:1058188-1059837
222,00000300,chr12:859705-861326,chr12:678337-680290,chr12:1058188-1059837
211,02000100,chr12:859705-861326,chr12:684522-686376,chr12:1058188-1059837
211,20001000,chr12:118287229-118288716,chr12:117649841-117651337,chr12:118293935-118296345
222,00003000,chr12:117668856-117670458,chr12:117649841-117651337,chr12:118293935-118296345
211,11001000,chr12:117462734-117464302,chr12:117668856-117670458,chr12:118293935-118296345
211,20000100,chr18:67862516-67864018,chr18:68121379-68122887,chr18:68117354-68118865
222,00001200,chr18:67862516-67864018,chr18:68100531-68102148,chr18:68121379-68122887
222,00001200,chr18:67862516-67864018,chr18:68100531-68102148,chr18:68117354-68118865
211,01100100,chr7:134290354-134292203,chr7:134116515-134118487,chr7:134204108-134205813
222,00000210,chr7:134290354-134292203,chr7:134116515-134118487,chr7:134197359-134200279
211,11000100,chr7:134290354-134292203,chr7:134116515-134118487,chr7:134350708-134351960
211,01100010,chr7:134116515-134118487,chr7:134638216-134639902,chr7:134197359-134200279
211,10100100,chr7:134350708-134351960,chr7:134116515-134118487,chr7:134197359-134200279
211,00200010,chr16:4634857-4636373,chr16:4567286-4568800,chr16:4598266-4599663
211,01100010,chr16:4555877-4557381,chr16:4634857-4636373,chr16:4567286-4568800
211,00200100,chr16:4555877-4557381,chr16:4634857-4636373,chr16:4598266-4599663
211,10100010,chr5:90396907-90398779,chr5:90097973-90100103,chr5:90161523-90163138
211,10101000,chr5:90097973-90100103,chr5:90795196-90796875,chr5:90161523-90163138
222,00002010,chr8:120098144-120099702,chr8:120275589-120277154,chr8:120365633-120367305
211,10101000,chr8:120098144-120099702,chr8:120275589-120277154,chr8:120718983-120720669
222,00001110,chr8:120098144-120099702,chr8:120275589-120277154,chr8:120428043-120429972
211,20001000,chr8:120275589-120277154,chr8:120365633-120367305,chr8:120718983-120720669
222,00002100,chr8:120275589-120277154,chr8:120365633-120367305,chr8:120428043-120429972
211,20001000,chr8:120275589-120277154,chr8:120463478-120465079,chr8:120718983-120720669
211,11001000,chr8:120275589-120277154,chr8:120428043-120429972,chr8:120718983-120720669
211,02000100,chr12:98909468-98911101,chr12:98925857-98927417,chr12:98884104-98885851
222,00000300,chr12:98925857-98927417,chr12:98884104-98885851,chr12:98817946-98819663
211,11000100,chr12:98925857-98927417,chr12:98884104-98885851,chr12:98810054-98811698
211,01100100,chr12:99047077-99048633,chr12:98925857-98927417,chr12:98817946-98819663
211,02000100,chr12:98909468-98911101,chr12:98925857-98927417,chr12:98817946-98819663
211,11000100,chr12:98925857-98927417,chr12:98810054-98811698,chr12:98817946-98819663
